Age,Gender,City,Device_Type,Payment_Method,Email,Test_Group,Campaign_Result
35,Male,Konya,Desktop,Cash on Delivery,jtaylor@example.com,Test C,Failed
42,Female,Bursa,Desktop,Cash on Delivery,michael44@example.net,Test C,Failed
25,Female,Ankara,Mobile,Digital Wallet,stevenparker@example.com,Test B,Failed
33,Male,Bursa,Desktop,Cash on Delivery,gibsonsteven@example.net,Test C,Failed
36,Female,Izmir,Mobile,Credit Card,cjones@example.org,Test A,Success
33,Female,Bursa,Desktop,Cash on Delivery,vdavis@example.com,Test C,Failed
26,Female,Ankara,Mobile,Credit Card,epace@example.com,Test B,Success
34,Female,Izmir,Tablet,Credit Card,taylorjessica@example.com,Test A,Success
35,Female,Antalya,Tablet,Credit Card,adamlopez@example.org,Test A,Success
40,Male,Bursa,Desktop,Bank Transfer,elizabeth24@example.org,Test C,Failed
40,Female,Konya,Desktop,Cash on Delivery,bruce77@example.net,Test C,Failed
34,Male,Izmir,Mobile,Credit Card,mmcdonald@example.net,Test A,Success
42,Male,Konya,Desktop,Cash on Delivery,kennedynatalie@example.org,Test C,Failed
39,Female,Bursa,Desktop,Bank Transfer,stevenpalmer@example.org,Test C,Failed
25,Female,Istanbul,Mobile,Digital Wallet,bedwards@example.com,Test B,Failed
21,Female,Ankara,Mobile,Digital Wallet,morrowjames@example.com,Test B,Success
31,Female,Izmir,Mobile,Credit Card,zacharymaxwell@example.org,Test A,Success
40,Female,Antalya,Mobile,Credit Card,lisa21@example.com,Test A,Success
38,Female,Izmir,Mobile,Credit Card,townsendandrea@example.net,Test A,Failed
34,Female,Bursa,Desktop,Cash on Delivery,wellskeith@example.net,Test C,Failed
36,Male,Bursa,Desktop,Bank Transfer,twang@example.net,Test C,Success
34,Female,Antalya,Tablet,Credit Card,theresa91@example.net,Test A,Failed
36,Male,Konya,Desktop,Bank Transfer,zscott@example.com,Test C,Success
43,Male,Bursa,Desktop,Cash on Delivery,stephencalhoun@example.com,Test C,Failed
22,Female,Ankara,Mobile,Digital Wallet,ashley41@example.com,Test B,Success
38,Female,Izmir,Tablet,Credit Card,fsmith@example.com,Test A,Success
22,Female,Istanbul,Mobile,Digital Wallet,lisagallagher@example.net,Test B,Success
23,Female,Istanbul,Mobile,Digital Wallet,huntjacob@example.net,Test B,Success
22,Female,Istanbul,Mobile,Digital Wallet,boydbrian@example.net,Test B,Success
41,Female,Konya,Desktop,Cash on Delivery,laura20@example.net,Test C,Failed
34,Female,Bursa,Desktop,Cash on Delivery,nicole28@example.com,Test C,Failed
33,Female,Bursa,Desktop,Bank Transfer,banderson@example.net,Test C,Failed
24,Female,Ankara,Mobile,Credit Card,christopher93@example.org,Test B,Success
44,Female,Bursa,Desktop,Cash on Delivery,alexischambers@example.org,Test C,Failed
26,Female,Ankara,Mobile,Credit Card,burnskristopher@example.org,Test B,Failed
21,Female,Ankara,Mobile,Digital Wallet,amanda87@example.org,Test B,Success
35,Female,Izmir,Tablet,Credit Card,mpotter@example.org,Test A,Failed
28,Male,Antalya,Tablet,Credit Card,bkaiser@example.org,Test A,Success
31,Male,Izmir,Tablet,Credit Card,barnettricky@example.org,Test A,Success
20,Female,Ankara,Mobile,Digital Wallet,kluna@example.org,Test B,Success
28,Male,Izmir,Mobile,Credit Card,qjordan@example.org,Test A,Success
30,Female,Antalya,Mobile,Credit Card,wigginsthomas@example.com,Test A,Success
37,Female,Antalya,Mobile,Credit Card,moorechristina@example.org,Test A,Success
29,Female,Antalya,Tablet,Credit Card,kaylaburke@example.net,Test A,Success
28,Female,Izmir,Mobile,Credit Card,tammypace@example.org,Test A,Success
21,Female,Ankara,Mobile,Credit Card,carla16@example.com,Test B,Success
38,Female,Izmir,Tablet,Credit Card,lisaprice@example.org,Test A,Success
41,Male,Konya,Desktop,Cash on Delivery,yschneider@example.org,Test C,Failed
39,Male,Bursa,Desktop,Cash on Delivery,michael11@example.com,Test C,Failed
22,Female,Istanbul,Mobile,Digital Wallet,josephgray@example.net,Test B,Success
41,Female,Bursa,Desktop,Bank Transfer,oliverbrandon@example.com,Test C,Failed
38,Female,Antalya,Mobile,Credit Card,zellison@example.net,Test A,Success
23,Female,Ankara,Mobile,Credit Card,smack@example.com,Test B,Success
26,Female,Istanbul,Mobile,Credit Card,gbarnett@example.com,Test B,Success
40,Female,Antalya,Tablet,Credit Card,evanstanya@example.org,Test A,Failed
23,Female,Istanbul,Mobile,Credit Card,wardronald@example.net,Test B,Success
20,Female,Istanbul,Mobile,Credit Card,rmyers@example.com,Test B,Success
35,Female,Izmir,Tablet,Credit Card,chris08@example.net,Test A,Failed
20,Female,Istanbul,Mobile,Credit Card,zhahn@example.com,Test B,Failed
25,Female,Istanbul,Mobile,Credit Card,johnsonpeter@example.net,Test B,Failed
34,Male,Konya,Desktop,Bank Transfer,jeffrey37@example.org,Test C,Failed
20,Female,Ankara,Mobile,Credit Card,guerradanielle@example.org,Test B,Success
23,Female,Ankara,Mobile,Digital Wallet,benjaminwalton@example.net,Test B,Success
20,Female,Ankara,Mobile,Credit Card,nicholas37@example.com,Test B,Success
43,Female,Konya,Desktop,Cash on Delivery,pamelabarrett@example.org,Test C,Failed
34,Female,Konya,Desktop,Bank Transfer,wthomas@example.com,Test C,Failed
34,Male,Izmir,Mobile,Credit Card,xburns@example.net,Test A,Success
20,Female,Istanbul,Mobile,Digital Wallet,brian52@example.org,Test B,Success
42,Male,Bursa,Desktop,Cash on Delivery,lucerocynthia@example.com,Test C,Failed
23,Female,Istanbul,Mobile,Credit Card,kerrjesse@example.com,Test B,Success
20,Female,Ankara,Mobile,Credit Card,laura66@example.org,Test B,Success
21,Female,Ankara,Mobile,Credit Card,omorgan@example.org,Test B,Success
39,Female,Bursa,Desktop,Cash on Delivery,danielshepherd@example.com,Test C,Failed
20,Female,Ankara,Mobile,Digital Wallet,brianbutler@example.org,Test B,Success
35,Male,Izmir,Mobile,Credit Card,allencrystal@example.com,Test A,Success
20,Female,Istanbul,Mobile,Credit Card,morganhoffman@example.org,Test B,Success
40,Female,Izmir,Tablet,Credit Card,nicholaswashington@example.org,Test A,Success
32,Male,Izmir,Mobile,Credit Card,laurenblake@example.com,Test A,Success
33,Female,Izmir,Tablet,Credit Card,rebecca89@example.net,Test A,Success
36,Female,Konya,Desktop,Bank Transfer,frobles@example.net,Test C,Failed
34,Female,Izmir,Mobile,Credit Card,williamscrystal@example.org,Test A,Success
24,Female,Istanbul,Mobile,Credit Card,dennis80@example.org,Test B,Success
40,Female,Antalya,Tablet,Credit Card,robingordon@example.net,Test A,Failed
26,Female,Istanbul,Mobile,Digital Wallet,moorelatoya@example.net,Test B,Success
35,Female,Izmir,Tablet,Credit Card,cole55@example.org,Test A,Success
34,Male,Konya,Desktop,Bank Transfer,jessica92@example.org,Test C,Failed
23,Female,Istanbul,Mobile,Digital Wallet,ricardomckinney@example.net,Test B,Success
20,Female,Ankara,Mobile,Digital Wallet,brian97@example.net,Test B,Success
36,Male,Izmir,Tablet,Credit Card,walterteresa@example.org,Test A,Success
24,Female,Ankara,Mobile,Digital Wallet,nathanmiles@example.net,Test B,Failed
23,Female,Istanbul,Mobile,Credit Card,mavery@example.org,Test B,Success
22,Female,Ankara,Mobile,Credit Card,johnwilliams@example.org,Test B,Failed
21,Female,Ankara,Mobile,Digital Wallet,nicole05@example.net,Test B,Failed
35,Female,Konya,Desktop,Bank Transfer,yvonneturner@example.org,Test C,Success
32,Female,Antalya,Tablet,Credit Card,keithmitchell@example.com,Test A,Success
31,Female,Izmir,Mobile,Credit Card,jevans@example.net,Test A,Success
24,Female,Ankara,Mobile,Digital Wallet,banderson@example.net,Test B,Success
23,Female,Istanbul,Mobile,Credit Card,jonesderek@example.net,Test B,Success
31,Female,Izmir,Tablet,Credit Card,shannon40@example.com,Test A,Success
36,Female,Bursa,Desktop,Bank Transfer,angelapruitt@example.net,Test C,Failed
24,Female,Ankara,Mobile,Credit Card,thomasmiles@example.org,Test B,Success
41,Male,Bursa,Desktop,Cash on Delivery,jeffrey73@example.net,Test C,Failed
44,Male,Konya,Desktop,Cash on Delivery,ureynolds@example.com,Test C,Failed
35,Male,Konya,Desktop,Bank Transfer,rdominguez@example.org,Test C,Failed
42,Female,Bursa,Desktop,Cash on Delivery,crystalrice@example.com,Test C,Failed
34,Male,Bursa,Desktop,Cash on Delivery,jennifer72@example.net,Test C,Failed
40,Female,Antalya,Tablet,Credit Card,jennifermorgan@example.org,Test A,Failed
39,Female,Bursa,Desktop,Cash on Delivery,chavezbrandon@example.com,Test C,Failed
33,Male,Izmir,Mobile,Credit Card,fgarcia@example.net,Test A,Success
26,Female,Istanbul,Mobile,Credit Card,fday@example.net,Test B,Success
37,Male,Konya,Desktop,Cash on Delivery,jdrake@example.net,Test C,Failed
24,Female,Istanbul,Mobile,Credit Card,upope@example.com,Test B,Success
36,Female,Antalya,Mobile,Credit Card,dianejackson@example.org,Test A,Failed
36,Female,Izmir,Tablet,Credit Card,pmadden@example.com,Test A,Failed
33,Female,Antalya,Tablet,Credit Card,rossmichelle@example.org,Test A,Success
38,Female,Konya,Desktop,Cash on Delivery,jacob38@example.org,Test C,Failed
37,Female,Bursa,Desktop,Cash on Delivery,shawnoconnor@example.com,Test C,Failed
35,Female,Antalya,Mobile,Credit Card,michaeloneal@example.com,Test A,Success
38,Female,Antalya,Mobile,Credit Card,alicia28@example.net,Test A,Success
20,Female,Istanbul,Mobile,Credit Card,khubbard@example.net,Test B,Success
33,Female,Izmir,Tablet,Credit Card,xthompson@example.org,Test A,Failed
20,Female,Istanbul,Mobile,Digital Wallet,pricejose@example.net,Test B,Success
37,Male,Antalya,Tablet,Credit Card,blewis@example.net,Test A,Failed
34,Female,Konya,Desktop,Cash on Delivery,dorseyalex@example.net,Test C,Failed
41,Male,Konya,Desktop,Cash on Delivery,tvasquez@example.com,Test C,Failed
22,Female,Ankara,Mobile,Digital Wallet,kingjennifer@example.org,Test B,Success
28,Female,Antalya,Mobile,Credit Card,hchavez@example.org,Test A,Success
35,Female,Izmir,Tablet,Credit Card,lmcfarland@example.org,Test A,Success
20,Female,Ankara,Mobile,Credit Card,williamsrebecca@example.org,Test B,Success
40,Female,Konya,Desktop,Cash on Delivery,franklinsheila@example.net,Test C,Failed
39,Male,Bursa,Desktop,Bank Transfer,perezmargaret@example.net,Test C,Failed
37,Male,Izmir,Tablet,Credit Card,vanessafarley@example.com,Test A,Success
25,Female,Ankara,Mobile,Credit Card,christopher34@example.com,Test B,Failed
34,Female,Konya,Desktop,Bank Transfer,vanessahernandez@example.com,Test C,Success
28,Female,Izmir,Tablet,Credit Card,aliciahebert@example.org,Test A,Success
21,Female,Ankara,Mobile,Digital Wallet,kevin18@example.net,Test B,Success
45,Male,Konya,Desktop,Bank Transfer,ureynolds@example.com,Test C,Failed
45,Female,Konya,Desktop,Bank Transfer,floresmichelle@example.com,Test C,Failed
44,Male,Konya,Desktop,Cash on Delivery,sandralindsey@example.org,Test C,Failed
43,Male,Bursa,Desktop,Bank Transfer,kennethsmith@example.org,Test C,Failed
43,Female,Bursa,Desktop,Cash on Delivery,stephencruz@example.org,Test C,Failed
33,Female,Izmir,Mobile,Credit Card,jessica54@example.org,Test A,Failed
34,Male,Konya,Desktop,Bank Transfer,karenmartinez@example.com,Test C,Failed
20,Female,Istanbul,Mobile,Digital Wallet,ojackson@example.org,Test B,Success
39,Female,Antalya,Mobile,Credit Card,rebeccakim@example.org,Test A,Success
45,Female,Konya,Desktop,Cash on Delivery,hking@example.net,Test C,Failed
38,Female,Konya,Desktop,Bank Transfer,ydavis@example.org,Test C,Failed
45,Female,Bursa,Desktop,Cash on Delivery,michael89@example.org,Test C,Success
23,Female,Ankara,Mobile,Credit Card,annehatfield@example.net,Test B,Success
31,Male,Izmir,Tablet,Credit Card,christopherwood@example.net,Test A,Success
26,Female,Ankara,Mobile,Credit Card,gcampbell@example.com,Test B,Success
38,Female,Antalya,Mobile,Credit Card,jennymorrow@example.org,Test A,Success
28,Female,Antalya,Tablet,Credit Card,rlee@example.net,Test A,Failed
39,Male,Konya,Desktop,Cash on Delivery,stephen62@example.org,Test C,Failed
31,Male,Izmir,Tablet,Credit Card,lori21@example.net,Test A,Success
36,Female,Konya,Desktop,Bank Transfer,pperez@example.org,Test C,Failed
43,Male,Konya,Desktop,Cash on Delivery,ann40@example.org,Test C,Failed
36,Female,Antalya,Tablet,Credit Card,shannonwatts@example.net,Test A,Failed
41,Female,Konya,Desktop,Cash on Delivery,pdavis@example.com,Test C,Failed
41,Male,Konya,Desktop,Bank Transfer,williamgoodwin@example.com,Test C,Failed
34,Female,Konya,Desktop,Cash on Delivery,kgonzalez@example.net,Test C,Failed
33,Male,Bursa,Desktop,Cash on Delivery,lbowman@example.org,Test C,Success
21,Female,Ankara,Mobile,Credit Card,smithaaron@example.org,Test B,Success
41,Female,Konya,Desktop,Bank Transfer,lukelopez@example.com,Test C,Failed
34,Male,Antalya,Tablet,Credit Card,sharonwilliams@example.net,Test A,Success
34,Male,Izmir,Mobile,Credit Card,zprice@example.com,Test A,Success
41,Female,Bursa,Desktop,Cash on Delivery,dennis80@example.org,Test C,Failed
39,Female,Antalya,Mobile,Credit Card,jimenezelizabeth@example.org,Test A,Success
35,Male,Bursa,Desktop,Cash on Delivery,david49@example.net,Test C,Failed
39,Female,Antalya,Tablet,Credit Card,timothymoore@example.com,Test A,Failed
42,Male,Bursa,Desktop,Cash on Delivery,david07@example.org,Test C,Failed
32,Male,Izmir,Tablet,Credit Card,stewartbrian@example.com,Test A,Failed
21,Female,Ankara,Mobile,Credit Card,frazierelizabeth@example.com,Test B,Success
40,Male,Antalya,Mobile,Credit Card,huntererik@example.com,Test A,Success
32,Female,Antalya,Tablet,Credit Card,pwilson@example.org,Test A,Success
33,Female,Izmir,Mobile,Credit Card,jessica92@example.org,Test A,Success
36,Female,Antalya,Mobile,Credit Card,austin88@example.com,Test A,Success
20,Female,Ankara,Mobile,Credit Card,tibarra@example.net,Test B,Failed
33,Female,Izmir,Mobile,Credit Card,jessicasimpson@example.net,Test A,Success
33,Female,Izmir,Tablet,Credit Card,jennifer42@example.net,Test A,Success
20,Female,Istanbul,Mobile,Credit Card,annamullins@example.net,Test B,Success
37,Female,Bursa,Desktop,Bank Transfer,amy54@example.net,Test C,Failed
24,Female,Istanbul,Mobile,Digital Wallet,terrydarren@example.com,Test B,Success
36,Female,Antalya,Mobile,Credit Card,michael26@example.com,Test A,Success
40,Male,Bursa,Desktop,Bank Transfer,ocobb@example.org,Test C,Success
31,Female,Izmir,Tablet,Credit Card,currygary@example.net,Test A,Success
25,Female,Istanbul,Mobile,Digital Wallet,kevin99@example.com,Test B,Success
20,Female,Istanbul,Mobile,Credit Card,dvelazquez@example.net,Test B,Success
42,Male,Konya,Desktop,Cash on Delivery,rthornton@example.org,Test C,Failed
33,Female,Antalya,Mobile,Credit Card,gbenton@example.org,Test A,Success
23,Female,Istanbul,Mobile,Credit Card,angelastephens@example.net,Test B,Success
22,Female,Ankara,Mobile,Digital Wallet,rebeccawhitney@example.net,Test B,Success
38,Female,Antalya,Tablet,Credit Card,richardskristopher@example.com,Test A,Failed
33,Female,Bursa,Desktop,Cash on Delivery,kleinchristina@example.org,Test C,Success
28,Male,Antalya,Mobile,Credit Card,kellyrobinson@example.com,Test A,Success
39,Female,Antalya,Tablet,Credit Card,matthew06@example.com,Test A,Failed
39,Female,Izmir,Mobile,Credit Card,andrew57@example.com,Test A,Success
29,Female,Izmir,Tablet,Credit Card,ganderson@example.com,Test A,Failed
22,Female,Istanbul,Mobile,Credit Card,tnelson@example.com,Test B,Success
21,Female,Istanbul,Mobile,Digital Wallet,caleb63@example.com,Test B,Success
38,Male,Antalya,Tablet,Credit Card,michelle38@example.com,Test A,Failed
35,Female,Bursa,Desktop,Bank Transfer,susan63@example.com,Test C,Failed
38,Female,Konya,Desktop,Cash on Delivery,jdavid@example.com,Test C,Failed
22,Female,Ankara,Mobile,Credit Card,charrell@example.com,Test B,Success
37,Female,Konya,Desktop,Bank Transfer,richard10@example.net,Test C,Failed
43,Male,Konya,Desktop,Cash on Delivery,jenniferjones@example.net,Test C,Failed
43,Female,Bursa,Desktop,Bank Transfer,pamelabarrett@example.org,Test C,Failed
33,Male,Izmir,Mobile,Credit Card,brewertimothy@example.org,Test A,Success
37,Female,Antalya,Mobile,Credit Card,gmcclain@example.com,Test A,Success
33,Male,Izmir,Tablet,Credit Card,timothy19@example.net,Test A,Success
23,Female,Istanbul,Mobile,Credit Card,schavez@example.net,Test B,Success
33,Female,Bursa,Desktop,Bank Transfer,brooksjulie@example.net,Test C,Failed
39,Female,Konya,Desktop,Cash on Delivery,panderson@example.net,Test C,Failed
37,Female,Izmir,Tablet,Credit Card,lstrong@example.net,Test A,Success
36,Female,Bursa,Desktop,Cash on Delivery,abigailevans@example.com,Test C,Success
24,Female,Istanbul,Mobile,Credit Card,fthompson@example.com,Test B,Failed
25,Female,Istanbul,Mobile,Credit Card,ztaylor@example.net,Test B,Success
28,Female,Izmir,Mobile,Credit Card,jevans@example.net,Test A,Success
20,Female,Istanbul,Mobile,Digital Wallet,tylerhernandez@example.org,Test B,Success
26,Female,Istanbul,Mobile,Digital Wallet,robertholloway@example.org,Test B,Success
30,Male,Antalya,Tablet,Credit Card,andrew84@example.com,Test A,Success
37,Male,Antalya,Mobile,Credit Card,cynthia66@example.org,Test A,Success
22,Female,Istanbul,Mobile,Credit Card,williamslinda@example.org,Test B,Failed
28,Female,Izmir,Tablet,Credit Card,sjackson@example.com,Test A,Success
24,Female,Istanbul,Mobile,Credit Card,martinezmichael@example.org,Test B,Failed
45,Female,Bursa,Desktop,Bank Transfer,william55@example.org,Test C,Failed
38,Female,Izmir,Mobile,Credit Card,qbowman@example.org,Test A,Failed
38,Female,Izmir,Tablet,Credit Card,tnelson@example.com,Test A,Success
45,Female,Konya,Desktop,Bank Transfer,zstewart@example.net,Test C,Failed
22,Female,Ankara,Mobile,Credit Card,igarrett@example.org,Test B,Success
38,Female,Izmir,Tablet,Credit Card,awatkins@example.org,Test A,Success
37,Male,Konya,Desktop,Bank Transfer,cynthia11@example.org,Test C,Failed
26,Female,Istanbul,Mobile,Credit Card,tsmith@example.com,Test B,Success
25,Female,Istanbul,Mobile,Credit Card,bryantjoseph@example.com,Test B,Success
33,Male,Bursa,Desktop,Bank Transfer,jesus45@example.org,Test C,Failed
29,Male,Izmir,Mobile,Credit Card,lstrong@example.net,Test A,Success
29,Female,Antalya,Mobile,Credit Card,sarah80@example.org,Test A,Success
40,Female,Konya,Desktop,Cash on Delivery,dustin07@example.net,Test C,Success
25,Female,Istanbul,Mobile,Digital Wallet,sergionunez@example.com,Test B,Failed
23,Female,Ankara,Mobile,Digital Wallet,browngary@example.org,Test B,Success
31,Female,Izmir,Mobile,Credit Card,ebass@example.org,Test A,Success
45,Female,Konya,Desktop,Bank Transfer,sharonhendricks@example.org,Test C,Failed
40,Male,Antalya,Mobile,Credit Card,klee@example.com,Test A,Success
39,Male,Bursa,Desktop,Bank Transfer,fjones@example.net,Test C,Failed
22,Female,Ankara,Mobile,Credit Card,sschmidt@example.net,Test B,Success
23,Female,Istanbul,Mobile,Credit Card,torresbrandi@example.com,Test B,Success
43,Female,Konya,Desktop,Cash on Delivery,vfrancis@example.org,Test C,Failed
38,Female,Antalya,Mobile,Credit Card,lisabryant@example.net,Test A,Success
39,Female,Antalya,Tablet,Credit Card,justin63@example.net,Test A,Failed
31,Female,Izmir,Mobile,Credit Card,richwilliam@example.org,Test A,Success
40,Female,Konya,Desktop,Cash on Delivery,hannah81@example.net,Test C,Failed
35,Female,Izmir,Mobile,Credit Card,virginianewman@example.net,Test A,Success
35,Female,Konya,Desktop,Bank Transfer,ggoodman@example.com,Test C,Failed
22,Female,Ankara,Mobile,Credit Card,uhernandez@example.net,Test B,Success
37,Female,Bursa,Desktop,Bank Transfer,timothy19@example.net,Test C,Failed
26,Female,Ankara,Mobile,Digital Wallet,erichale@example.org,Test B,Failed
38,Male,Bursa,Desktop,Cash on Delivery,hrosales@example.net,Test C,Failed
25,Female,Istanbul,Mobile,Credit Card,lesterrobert@example.com,Test B,Success
26,Female,Istanbul,Mobile,Credit Card,kingheather@example.com,Test B,Success
39,Male,Izmir,Tablet,Credit Card,brownjennifer@example.net,Test A,Success
39,Male,Izmir,Mobile,Credit Card,lorimooney@example.org,Test A,Success
34,Female,Antalya,Tablet,Credit Card,lewisjeremy@example.com,Test A,Success
37,Female,Konya,Desktop,Cash on Delivery,zfernandez@example.net,Test C,Failed
30,Female,Izmir,Tablet,Credit Card,austinhernandez@example.com,Test A,Failed
20,Female,Ankara,Mobile,Credit Card,annette47@example.com,Test B,Success
35,Female,Antalya,Mobile,Credit Card,teresaestes@example.net,Test A,Failed
40,Female,Konya,Desktop,Bank Transfer,youngrobert@example.net,Test C,Failed
34,Female,Izmir,Mobile,Credit Card,halllaura@example.com,Test A,Success
22,Female,Ankara,Mobile,Credit Card,kevinbass@example.net,Test B,Success
34,Male,Konya,Desktop,Bank Transfer,williamsrichard@example.org,Test C,Success
39,Male,Bursa,Desktop,Bank Transfer,johnsoncrystal@example.com,Test C,Failed
23,Female,Ankara,Mobile,Digital Wallet,brownjennifer@example.net,Test B,Failed
42,Male,Konya,Desktop,Bank Transfer,gbeck@example.com,Test C,Failed
33,Female,Izmir,Tablet,Credit Card,hubbardbrooke@example.net,Test A,Success
32,Female,Antalya,Tablet,Credit Card,adamskatherine@example.net,Test A,Success
29,Female,Antalya,Mobile,Credit Card,rmyers@example.com,Test A,Success
37,Male,Konya,Desktop,Cash on Delivery,lindawalsh@example.com,Test C,Failed
36,Female,Bursa,Desktop,Cash on Delivery,banderson@example.net,Test C,Failed
41,Male,Bursa,Desktop,Bank Transfer,laneanna@example.net,Test C,Failed
28,Male,Izmir,Tablet,Credit Card,vgardner@example.net,Test A,Success
22,Female,Ankara,Mobile,Digital Wallet,shirleygarcia@example.com,Test B,Success
36,Male,Bursa,Desktop,Cash on Delivery,rogersmorgan@example.net,Test C,Failed
26,Female,Istanbul,Mobile,Credit Card,harrisonadrian@example.com,Test B,Success
34,Female,Izmir,Tablet,Credit Card,mfowler@example.com,Test A,Success
34,Male,Konya,Desktop,Bank Transfer,cynthiaowens@example.org,Test C,Failed
42,Male,Bursa,Desktop,Cash on Delivery,kmathis@example.net,Test C,Failed
42,Female,Konya,Desktop,Bank Transfer,michelleskinner@example.com,Test C,Success
33,Female,Bursa,Desktop,Cash on Delivery,knolan@example.com,Test C,Failed
35,Female,Konya,Desktop,Cash on Delivery,steven92@example.com,Test C,Failed
41,Male,Konya,Desktop,Bank Transfer,corey66@example.org,Test C,Failed
36,Female,Izmir,Mobile,Credit Card,eric39@example.org,Test A,Success
42,Male,Bursa,Desktop,Bank Transfer,rgray@example.org,Test C,Failed
22,Female,Ankara,Mobile,Credit Card,wcoleman@example.com,Test B,Success
32,Female,Izmir,Mobile,Credit Card,shirleystokes@example.com,Test A,Success
34,Female,Izmir,Mobile,Credit Card,james99@example.org,Test A,Failed
34,Female,Antalya,Mobile,Credit Card,madisonadams@example.net,Test A,Success
35,Female,Bursa,Desktop,Bank Transfer,yedwards@example.com,Test C,Failed
44,Female,Bursa,Desktop,Cash on Delivery,danny28@example.com,Test C,Failed
22,Female,Ankara,Mobile,Credit Card,jonathanjackson@example.net,Test B,Success
23,Female,Ankara,Mobile,Digital Wallet,lmartinez@example.com,Test B,Success
41,Male,Bursa,Desktop,Bank Transfer,jamesbaldwin@example.org,Test C,Failed
38,Female,Bursa,Desktop,Cash on Delivery,lwhite@example.net,Test C,Success
30,Female,Antalya,Mobile,Credit Card,johnsonheather@example.org,Test A,Success
39,Female,Antalya,Mobile,Credit Card,morgancarter@example.com,Test A,Success
37,Male,Izmir,Mobile,Credit Card,david22@example.org,Test A,Success
36,Female,Konya,Desktop,Cash on Delivery,zfernandez@example.net,Test C,Failed
26,Female,Istanbul,Mobile,Digital Wallet,mhayes@example.com,Test B,Success
22,Female,Ankara,Mobile,Credit Card,powersmatthew@example.net,Test B,Success
20,Female,Ankara,Mobile,Credit Card,caitlinmoore@example.net,Test B,Success
45,Male,Bursa,Desktop,Cash on Delivery,epope@example.com,Test C,Failed
25,Female,Istanbul,Mobile,Digital Wallet,umartinez@example.com,Test B,Success
45,Male,Konya,Desktop,Cash on Delivery,jonescheryl@example.net,Test C,Failed
40,Female,Izmir,Mobile,Credit Card,joel72@example.org,Test A,Success
20,Female,Istanbul,Mobile,Credit Card,ashleyfisher@example.net,Test B,Success
38,Female,Izmir,Tablet,Credit Card,shannonwatts@example.net,Test A,Success
36,Male,Konya,Desktop,Cash on Delivery,deanjeremy@example.org,Test C,Failed
40,Female,Konya,Desktop,Bank Transfer,yharrison@example.com,Test C,Success
39,Male,Izmir,Tablet,Credit Card,derek42@example.com,Test A,Failed
25,Female,Istanbul,Mobile,Digital Wallet,elopez@example.com,Test B,Success
40,Female,Bursa,Desktop,Bank Transfer,lwhite@example.net,Test C,Success
23,Female,Istanbul,Mobile,Digital Wallet,brettritter@example.org,Test B,Success
36,Male,Bursa,Desktop,Bank Transfer,anthonyjohnson@example.com,Test C,Failed
33,Female,Antalya,Tablet,Credit Card,shannonromero@example.org,Test A,Success
41,Male,Konya,Desktop,Bank Transfer,lisaburnett@example.org,Test C,Failed
40,Female,Bursa,Desktop,Bank Transfer,eboyd@example.org,Test C,Failed
40,Female,Bursa,Desktop,Bank Transfer,rodriguezamber@example.org,Test C,Failed
26,Female,Ankara,Mobile,Credit Card,nhill@example.com,Test B,Success
25,Female,Istanbul,Mobile,Digital Wallet,dillon89@example.com,Test B,Success
40,Male,Konya,Desktop,Cash on Delivery,brandtmichelle@example.com,Test C,Failed
41,Female,Bursa,Desktop,Cash on Delivery,jeremyclark@example.com,Test C,Failed
29,Male,Antalya,Mobile,Credit Card,leonardmaxwell@example.com,Test A,Success
23,Female,Ankara,Mobile,Credit Card,wendyferrell@example.org,Test B,Success
43,Female,Konya,Desktop,Cash on Delivery,zhicks@example.org,Test C,Failed
33,Male,Konya,Desktop,Cash on Delivery,amy93@example.net,Test C,Success
44,Female,Konya,Desktop,Cash on Delivery,mwaters@example.net,Test C,Success
43,Male,Bursa,Desktop,Cash on Delivery,warnerscott@example.org,Test C,Failed
36,Male,Bursa,Desktop,Bank Transfer,thomascruz@example.org,Test C,Failed
39,Female,Bursa,Desktop,Bank Transfer,twang@example.net,Test C,Failed
36,Female,Konya,Desktop,Cash on Delivery,bbrowning@example.com,Test C,Failed
28,Male,Antalya,Tablet,Credit Card,bryantmichael@example.org,Test A,Failed
23,Female,Istanbul,Mobile,Digital Wallet,morrisonbradley@example.org,Test B,Success
23,Female,Ankara,Mobile,Digital Wallet,vmiller@example.net,Test B,Success
41,Male,Bursa,Desktop,Bank Transfer,robert42@example.net,Test C,Failed
43,Female,Bursa,Desktop,Bank Transfer,olivertyler@example.com,Test C,Failed
36,Male,Bursa,Desktop,Cash on Delivery,tpeters@example.org,Test C,Failed
22,Female,Istanbul,Mobile,Credit Card,glenntony@example.com,Test B,Success
33,Female,Antalya,Tablet,Credit Card,justinchaney@example.org,Test A,Success
43,Female,Konya,Desktop,Bank Transfer,kyleayers@example.org,Test C,Failed
35,Female,Bursa,Desktop,Cash on Delivery,austin32@example.org,Test C,Failed
20,Female,Istanbul,Mobile,Credit Card,corey48@example.org,Test B,Success
33,Male,Izmir,Tablet,Credit Card,moralestheresa@example.net,Test A,Success
22,Female,Ankara,Mobile,Credit Card,lauren17@example.com,Test B,Failed
25,Female,Istanbul,Mobile,Digital Wallet,mariakennedy@example.org,Test B,Success
25,Female,Ankara,Mobile,Digital Wallet,fernandezjennifer@example.org,Test B,Success
